verdict,scientific_name,common_name,family,is_active,detail,image_url,license,source_page_url,species_id
PLATE_SHARED,Arhopala asopia,Plain Tailess Oakblue,Lycaenidae,True,"Seitz9FaunaIndoAustralicaPlate150.jpg — plate page, also used by 1 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/arhopala_asopia/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Seitz9FaunaIndoAustralicaPlate150.jpg,b60a770e-1137-4384-836a-9ad3116e4200
PLATE_SHARED,Arhopala camdeo,Arhopala camdeo,Lycaenidae,True,"Seitz_Macrolepidoptera_Indoaustralian_Fauna_Plate_149.jpg — plate page, also used by 3 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/arhopala_camdeo/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Seitz_Macrolepidoptera_Indoaustralian_Fauna_Plate_149.jpg,4da7b5ab-c158-4179-a0ea-e01d86f3b549
PLATE_SHARED,Arhopala corinda,Ultramarine Oakblue,Lycaenidae,True,"Seitz9FaunaIndoAustralicaPlate150.jpg — plate page, also used by 1 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/arhopala_corinda/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Seitz9FaunaIndoAustralicaPlate150.jpg,92636f5b-e5fa-4fe5-9c39-6ca31842950b
PLATE_SHARED,Arhopala diardi,Arhopala diardi,Lycaenidae,True,"Seitz_Macrolepidoptera_IndoAustralia_Fauna_Plate_163.jpg — plate page, also used by 3 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/arhopala_diardi/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Seitz_Macrolepidoptera_IndoAustralia_Fauna_Plate_163.jpg,43f2fbce-2f77-44b2-b987-65788aeddb6a
PLATE_SHARED,Arhopala eumolphus,Green Oakblue,Lycaenidae,True,"Seitz_Macrolepidoptera_Indoaustralian_Fauna_Plate_149.jpg — plate page, also used by 3 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/arhopala_eumolphus/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Seitz_Macrolepidoptera_Indoaustralian_Fauna_Plate_149.jpg,8024e2f4-a801-4e06-830d-874f3b0c4cc7
PLATE_SHARED,Arhopala fulla,Spotless Oakblue,Lycaenidae,True,"Seitz_Macrolepidoptera_Indoaustralian_Fauna_Plate_147.jpg — plate page, also used by 4 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/arhopala_fulla/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Seitz_Macrolepidoptera_Indoaustralian_Fauna_Plate_147.jpg,fdb4a262-f5e3-4198-bd57-e71a0a341e20
PLATE_SHARED,Arhopala ganesa,Tailless Bushblue,Lycaenidae,True,"Seitz_Macrolepidoptera_Indoaustralian_Fauna_Plate_147.jpg — plate page, also used by 4 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/arhopala_ganesa/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Seitz_Macrolepidoptera_Indoaustralian_Fauna_Plate_147.jpg,f255b762-ea52-4d5e-b566-4dc35d23bcb8
PLATE_SHARED,Arhopala moolaiana,Arhopala moolaiana,Lycaenidae,True,"Seitz_Macrolepidoptera_Indoaustralian_Fauna_Plate_148.jpg — plate page, also used by 1 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/arhopala_moolaiana/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Seitz_Macrolepidoptera_Indoaustralian_Fauna_Plate_148.jpg,8ecb0b8a-9a39-493a-85db-1cdd52c7075d
PLATE_SHARED,Arhopala nicevillei,Arhopala nicevillei,Lycaenidae,True,"Seitz_Macrolepidoptera_Indoaustralian_Fauna_Plate_148.jpg — plate page, also used by 1 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/arhopala_nicevillei/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Seitz_Macrolepidoptera_Indoaustralian_Fauna_Plate_148.jpg,176eb4ce-6e7f-424d-adba-83c471553156
PLATE_SHARED,Arhopala oenea,Lackluster Oakblue,Lycaenidae,True,"Seitz_Macrolepidoptera_Indoaustralian_Fauna_Plate_147.jpg — plate page, also used by 4 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/arhopala_oenea/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Seitz_Macrolepidoptera_Indoaustralian_Fauna_Plate_147.jpg,0092bf94-dbf6-4592-a662-4b9522da40cf
PLATE_SHARED,Arhopala paraganesa,Dusky Bushblue,Lycaenidae,True,"Seitz_Macrolepidoptera_Indoaustralian_Fauna_Plate_147.jpg — plate page, also used by 4 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/arhopala_paraganesa/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Seitz_Macrolepidoptera_Indoaustralian_Fauna_Plate_147.jpg,ffc570d6-d0a7-4779-bba5-f02668c31566
PLATE_SHARED,Cupido ariana,Cupido ariana,Lycaenidae,True,"Seitz9FaunaIndoAustralicaPlate153.JPG — plate page, also used by 12 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/cupido_ariana/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Seitz9FaunaIndoAustralicaPlate153.JPG,fce3697d-b23d-456d-a418-84c7a58eeb81
PLATE_SHARED,Curetis barsine,Curetis barsine,Lycaenidae,True,"Seitz_Macrolepidoptera_IndoAustralia_Fauna_Plate_163.jpg — plate page, also used by 3 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/curetis_barsine/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Seitz_Macrolepidoptera_IndoAustralia_Fauna_Plate_163.jpg,33a3e71e-a533-4692-89a5-802454d76548
PLATE_SHARED,Curetis santana,Malayan Sunbeam,Lycaenidae,True,"Seitz_Macrolepidoptera_IndoAustralia_Fauna_Plate_163.jpg — plate page, also used by 3 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/curetis_santana/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Seitz_Macrolepidoptera_IndoAustralia_Fauna_Plate_163.jpg,a66142f4-1620-4f1f-a86c-6e8dce45d23d
PLATE_SHARED,Dacalana vidura,Dacalana vidura,Lycaenidae,True,"Seitz9FaunaIndoAustralicaPlate155.jpg — plate page, also used by 1 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/dacalana_vidura/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Seitz9FaunaIndoAustralicaPlate155.jpg,b44713b6-af5d-4ed6-b0f3-d2b2cac232c3
PLATE_SHARED,Euaspa milionia,water hairstreak,Lycaenidae,True,"Illustrations_of_diurnal_Lepidoptera_Supplement_III.jpg — plate page, also used by 2 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/euaspa_milionia/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Illustrations_of_diurnal_Lepidoptera_Supplement_III.jpg,f8800581-5314-4aa4-b201-5a79719c36ed
PLATE_SHARED,Everes dipora,Everes dipora,Lycaenidae,True,"Seitz9FaunaIndoAustralicaPlate153.JPG — plate page, also used by 12 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/everes_dipora/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Seitz9FaunaIndoAustralicaPlate153.JPG,c56b3336-c1e2-478f-a9e3-31ca8a21b6a4
PLATE_SHARED,Flos apidanus,Plain Plushblue,Lycaenidae,True,"Seitz_Macrolepidoptera_Indoaustralian_Fauna_Plate_149.jpg — plate page, also used by 3 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/flos_apidanus/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Seitz_Macrolepidoptera_Indoaustralian_Fauna_Plate_149.jpg,dc2452b9-e9fe-4ef6-9cab-453101b8b4a7
PLATE_SHARED,Horaga syrinx,Ambon Onyx,Lycaenidae,True,"Seitz9FaunaIndoAustralicaPlate157.JPG — plate page, also used by 2 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/horaga_syrinx/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Seitz9FaunaIndoAustralicaPlate157.JPG,65ef20ba-fc26-404a-af00-ca9cdd892660
PLATE_SHARED,Jamides caerulea,Sky Blue,Lycaenidae,True,"Seitz9FaunaIndoAustralicaPlate153.JPG — plate page, also used by 12 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/jamides_caerulea/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Seitz9FaunaIndoAustralicaPlate153.JPG,09510f35-43b5-4c08-9913-97db5fd3596d
PLATE_SHARED,Jamides elpis,Glistening Cerulean,Lycaenidae,True,"Seitz_Macrolepidoptera_Indoaustralian_Fauna_Plate_151.jpg — plate page, also used by 3 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/jamides_elpis/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Seitz_Macrolepidoptera_Indoaustralian_Fauna_Plate_151.jpg,7d4bb198-398f-4693-b88b-93735d96fc65
PLATE_SHARED,Jamides euchylas,Jamides euchylas,Lycaenidae,True,"Seitz9FaunaIndoAustralicaPlate152.JPG — plate page, also used by 3 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/jamides_euchylas/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Seitz9FaunaIndoAustralicaPlate152.JPG,20a4ad73-00c8-4e46-bea6-2c376b0630b2
PLATE_SHARED,Jamides malaccanus,Malaccan Cerulean,Lycaenidae,True,"Seitz_Macrolepidoptera_Indoaustralian_Fauna_Plate_151.jpg — plate page, also used by 3 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/jamides_malaccanus/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Seitz_Macrolepidoptera_Indoaustralian_Fauna_Plate_151.jpg,db5629b4-997b-4376-b248-b35a35487645
PLATE_SHARED,Jamides pura,White Cerulean,Lycaenidae,True,"Seitz_Macrolepidoptera_Indoaustralian_Fauna_Plate_151.jpg — plate page, also used by 3 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/jamides_pura/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Seitz_Macrolepidoptera_Indoaustralian_Fauna_Plate_151.jpg,85073dd5-0693-4a53-b0f1-34b2bf51d5fa
PLATE_SHARED,Lampides cleodus,Lampides cleodus,Lycaenidae,True,"Seitz_Macrolepidoptera_Indoaustralian_Fauna_Plate_151.jpg — plate page, also used by 3 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/lampides_cleodus/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Seitz_Macrolepidoptera_Indoaustralian_Fauna_Plate_151.jpg,639d18cf-b790-4fcf-a4c3-d866c28a2b1a
PLATE_SHARED,Lycaena ardates,Lycaena ardates,Lycaenidae,True,"Seitz_Macrolepidoptera_IndoAustralica_Fauna_Plate_154.jpg — plate page, also used by 1 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/lycaena_ardates/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Seitz_Macrolepidoptera_IndoAustralica_Fauna_Plate_154.jpg,960e61e5-cef5-4ac4-aee3-8dc59a13e26f
PLATE_SHARED,Lycaena decidia,Lycaena decidia,Lycaenidae,True,"Seitz9FaunaIndoAustralicaPlate153.JPG — plate page, also used by 12 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/lycaena_decidia/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Seitz9FaunaIndoAustralicaPlate153.JPG,12b944a6-21ff-4d62-a60c-276a3d3e3844
PLATE_SHARED,Lycaena kasyapa,green copper,Lycaenidae,True,"Seitz_Macrolepidoptera_IndoAustralia_Fauna_Plate_163.jpg — plate page, also used by 3 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/lycaena_kasyapa/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Seitz_Macrolepidoptera_IndoAustralia_Fauna_Plate_163.jpg,99609391-faee-4dd5-827e-0c79085d3e1d
PLATE_SHARED,Lycaena li,Oberthür's Copper,Lycaenidae,True,"Macrolepidoptera01seitz_0161.jpg — plate page, also used by 1 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/lycaena_li/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Macrolepidoptera01seitz_0161.jpg,9f24805b-2d20-4851-9aa3-0644f3eb78b4
PLATE_SHARED,Lycaena metallica,Lycaena metallica,Lycaenidae,True,"Seitz9FaunaIndoAustralicaPlate153.JPG — plate page, also used by 12 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/lycaena_metallica/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Seitz9FaunaIndoAustralicaPlate153.JPG,f3e17cc2-9769-493d-978b-a4960770a9b7
PLATE_SHARED,Lycaena rutilans,Lycaena rutilans,Lycaenidae,True,"Macrolepidoptera01seitz_0165.jpg — plate page, also used by 2 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/lycaena_rutilans/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Macrolepidoptera01seitz_0165.jpg,b0e9d044-8e86-4004-b7c4-dd571806737b
PLATE_SHARED,Lycaenopsis marginata,Lycaenopsis marginata,Lycaenidae,True,"Seitz9FaunaIndoAustralicaPlate153.JPG — plate page, also used by 12 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/lycaenopsis_marginata/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Seitz9FaunaIndoAustralicaPlate153.JPG,22c79d0d-315e-43bb-a3b2-99643bb6bce9
PLATE_SHARED,Mota massyla,Saffron,Lycaenidae,True,"Illustrations_of_diurnal_Lepidoptera_Supplement_III.jpg — plate page, also used by 2 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/mota_massyla/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Illustrations_of_diurnal_Lepidoptera_Supplement_III.jpg,fca9b761-702c-4767-9b6e-6ee6a1e704e2
PLATE_SHARED,Nacaduba pavana,Nacaduba pavana,Lycaenidae,True,"Macrolepidoptera01seitz_0163.jpg — plate page, also used by 2 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/nacaduba_pavana/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Macrolepidoptera01seitz_0163.jpg,9204bbfa-7471-4a5a-8b66-979c36848a17
PLATE_SHARED,Nacaduba subperusia,Violet Fourline Blue,Lycaenidae,True,"Seitz9FaunaIndoAustralicaPlate152.JPG — plate page, also used by 3 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/nacaduba_subperusia/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Seitz9FaunaIndoAustralicaPlate152.JPG,accd3d4c-ad02-4892-ba81-68f28ae7bb0f
PLATE_SHARED,Niphanda asialis,White-banded Pierrot,Lycaenidae,True,"Seitz9FaunaIndoAustralicaPlate153.JPG — plate page, also used by 12 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/niphanda_asialis/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Seitz9FaunaIndoAustralicaPlate153.JPG,f1155079-b8a1-47ad-ba1f-9f2b406601c9
PLATE_SHARED,Niphanda cymbia,Small Pointed Pierrot,Lycaenidae,True,"Seitz9FaunaIndoAustralicaPlate153.JPG — plate page, also used by 12 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/niphanda_cymbia/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Seitz9FaunaIndoAustralicaPlate153.JPG,6f6143b5-121c-4855-8f24-9340bef4a168
PLATE_SHARED,Pamiria chrysopis,Pamiria chrysopis,Lycaenidae,True,"Macrolepidoptera01seitz_0165.jpg — plate page, also used by 2 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/pamiria_chrysopis/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Macrolepidoptera01seitz_0165.jpg,083783d6-3e52-44e3-af12-11a2c5841ceb
PLATE_SHARED,Pamiria omphisa,Pamiria omphisa,Lycaenidae,True,"Macrolepidoptera01seitz_0165.jpg — plate page, also used by 2 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/pamiria_omphisa/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Macrolepidoptera01seitz_0165.jpg,717d9b6d-6811-4a15-921d-c8ed7a070954
PLATE_SHARED,Plebejidea loewi,Loew's Blue,Lycaenidae,True,"Macrolepidoptera01seitz_0163.jpg — plate page, also used by 2 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/plebejidea_loewi/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Macrolepidoptera01seitz_0163.jpg,2e9875e9-9799-45e2-81fa-61a0fc09826c
PLATE_SHARED,Plebejus christophi,Small Jewel Blue,Lycaenidae,True,"Macrolepidoptera01seitz_0163.jpg — plate page, also used by 2 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/plebejus_christophi/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Macrolepidoptera01seitz_0163.jpg,266bd323-b422-4af2-8a4c-533722d833a9
PLATE_SHARED,Polyommatus icadius,Polyommatus icadius,Lycaenidae,True,"Macrolepidoptera01seitz_0167.jpg — plate page, also used by 1 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/polyommatus_icadius/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Macrolepidoptera01seitz_0167.jpg,18e18f24-ff8a-497d-9518-d6b7459524ee
PLATE_SHARED,Polyommatus lehanus,Polyommatus lehanus,Lycaenidae,True,"Seitz9FaunaIndoAustralicaPlate153.JPG — plate page, also used by 12 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/polyommatus_lehanus/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Seitz9FaunaIndoAustralicaPlate153.JPG,53c92f0f-270c-4ba0-9c0d-268dc300c162
PLATE_SHARED,Polyommatus sarta,Polyommatus sarta,Lycaenidae,True,"Macrolepidoptera01seitz_0167.jpg — plate page, also used by 1 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/polyommatus_sarta/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Macrolepidoptera01seitz_0167.jpg,1ab61225-d7ce-45e0-b0b0-524a702519da
PLATE_SHARED,Pratapa deva,White Tufted Royal,Lycaenidae,True,"Seitz9FaunaIndoAustralicaPlate155.jpg — plate page, also used by 1 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/pratapa_deva/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Seitz9FaunaIndoAustralicaPlate155.jpg,5ee16fee-aba2-4d8e-90e8-a55111f0f66e
PLATE_SHARED,Pratapa icetas,Dark Blue Royal,Lycaenidae,True,"Macrolepidoptera01seitz_0151.jpg — plate page, also used by 1 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/pratapa_icetas/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Macrolepidoptera01seitz_0151.jpg,94132bc5-c97d-4ae0-bd2e-a5cf5ec7f105
PLATE_SHARED,Pseudoaricia nicias,Pseudoaricia nicias,Lycaenidae,True,"Seitz9FaunaIndoAustralicaPlate153.JPG — plate page, also used by 12 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/pseudoaricia_nicias/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Seitz9FaunaIndoAustralicaPlate153.JPG,c130eb30-56ce-44c9-8e82-6450c621c3e2
PLATE_SHARED,Rapala dieneces,Scarlet Flash,Lycaenidae,True,"Seitz_Macrolepidoptera_IndoAustralia_Fauna_Plate_160.jpg — plate page, also used by 5 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/rapala_dieneces/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Seitz_Macrolepidoptera_IndoAustralia_Fauna_Plate_160.jpg,072bd205-6616-42c7-9ebc-4b407402b338
PLATE_SHARED,Rapala scintilla,Scarce Slate Flash,Lycaenidae,True,"Seitz_Macrolepidoptera_IndoAustralia_Fauna_Plate_160.jpg — plate page, also used by 5 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/rapala_scintilla/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Seitz_Macrolepidoptera_IndoAustralia_Fauna_Plate_160.jpg,b4fa4880-61a1-4772-98c3-7a2a91bb5238
PLATE_SHARED,Rapala selira,Himalayan Red Flash,Lycaenidae,True,"Macrolepidoptera01seitz_0151.jpg — plate page, also used by 1 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/rapala_selira/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Macrolepidoptera01seitz_0151.jpg,88ef0971-9894-4617-a2ab-22f536012f6f
PLATE_SHARED,Rapala sphinx,Rapala sphinx,Lycaenidae,True,"Seitz_Macrolepidoptera_IndoAustralia_Fauna_Plate_160.jpg — plate page, also used by 5 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/rapala_sphinx/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Seitz_Macrolepidoptera_IndoAustralia_Fauna_Plate_160.jpg,d625949a-bfe2-401e-9818-4b6bdc0f3f02
PLATE_SHARED,Rapala suffusa,Rapala suffusa,Lycaenidae,True,"Seitz_Macrolepidoptera_IndoAustralia_Fauna_Plate_160.jpg — plate page, also used by 5 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/rapala_suffusa/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Seitz_Macrolepidoptera_IndoAustralia_Fauna_Plate_160.jpg,856df6dc-1fdb-47ad-81b7-3e91ba4e3357
PLATE_SHARED,Sithon megistia,Sithon megistia,Lycaenidae,True,"Illustrations_of_diurnal_Lepidoptera_Supplement_III.jpg — plate page, also used by 2 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/sithon_megistia/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Illustrations_of_diurnal_Lepidoptera_Supplement_III.jpg,980e6d2a-b49d-4519-8b1d-9ed3880bd028
PLATE_SHARED,Suasa lisides,Red Imperial,Lycaenidae,True,"Seitz9FaunaIndoAustralicaPlate157.JPG — plate page, also used by 2 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/suasa_lisides/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Seitz9FaunaIndoAustralicaPlate157.JPG,f7fc0549-6979-4185-a870-ab96141b3c06
PLATE_SHARED,Tarucus theophrastus,African Pierrot,Lycaenidae,True,"Macrolepidoptera01seitz_0161.jpg — plate page, also used by 1 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/tarucus_theophrastus/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Macrolepidoptera01seitz_0161.jpg,948158f7-1bc7-4ad6-85ce-d9aea2cfc623
PLATE_SHARED,Tarucus venosus,Himalayan Pierrot,Lycaenidae,True,"Seitz9FaunaIndoAustralicaPlate153.JPG — plate page, also used by 12 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/tarucus_venosus/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Seitz9FaunaIndoAustralicaPlate153.JPG,1d1e14ff-0285-4c84-a98f-6629d9a0318d
PLATE_SHARED,Tarucus waterstradti,Separate Pierrot,Lycaenidae,True,"Seitz9FaunaIndoAustralicaPlate153.JPG — plate page, also used by 12 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/tarucus_waterstradti/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Seitz9FaunaIndoAustralicaPlate153.JPG,c2488532-5d26-493e-b885-7a5978707e6a
PLATE_SHARED,Thecla duma,Thecla duma,Lycaenidae,True,"Seitz_Macrolepidoptera_IndoAustralia_Fauna_Plate_160.jpg — plate page, also used by 5 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/thecla_duma/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Seitz_Macrolepidoptera_IndoAustralia_Fauna_Plate_160.jpg,9b64ce4e-8c62-4654-b20d-fd44e00816cd
PLATE_SHARED,Udara akasa,White Hedge Blue,Lycaenidae,True,"Seitz9FaunaIndoAustralicaPlate152.JPG — plate page, also used by 3 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/udara_akasa/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Seitz9FaunaIndoAustralicaPlate152.JPG,9ce2d8c1-8278-4984-8ebc-aceded5b029a
PLATE_SHARED,Udara camenae,Udara camenae,Lycaenidae,True,"Seitz9FaunaIndoAustralicaPlate152.JPG — plate page, also used by 3 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/udara_camenae/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Seitz9FaunaIndoAustralicaPlate152.JPG,d17408af-3d8b-4f85-80b2-020651a900a2
PLATE_SHARED,Zinaspa todara,Silver Streaked Acacia Blue,Lycaenidae,True,"Seitz_Macrolepidoptera_IndoAustralia_Fauna_Plate_160.jpg — plate page, also used by 5 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/zinaspa_todara/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Seitz_Macrolepidoptera_IndoAustralia_Fauna_Plate_160.jpg,a6674171-065d-472a-b0a4-41d9f3ebcebd
PLATE_SHARED,Zintha hintza,Blue Pied Pierrot,Lycaenidae,True,"SeitzFaunaAfricanaXIIITaf73.jpg — plate page, also used by 1 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/zintha_hintza/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:SeitzFaunaAfricanaXIIITaf73.jpg,88ef8e7d-c2f7-460d-8e44-7f468711dd73
PLATE_SHARED,Zizeeria ossa,Zizeeria ossa,Lycaenidae,True,"Seitz9FaunaIndoAustralicaPlate153.JPG — plate page, also used by 12 other species",https://butterfly-identification.b-cdn.net/species/lycaenidae/zizeeria_ossa/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Seitz9FaunaIndoAustralicaPlate153.JPG,90a69abe-6111-45a5-bd23-2186bd5476ee
PLATE_SHARED,Aglais ladakensis,Ladakh Tortoiseshell,Nymphalidae,True,"Seitz9FaunaIndoAustralicaPlate117.JPG — plate page, also used by 1 other species",https://butterfly-identification.b-cdn.net/species/nymphalidae/aglais_ladakensis/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Seitz9FaunaIndoAustralicaPlate117.JPG,4df6c5c1-3d6e-4a6d-a1b0-c4954381c158
PLATE_SHARED,Algia fasciata,Little Banded Yeoman,Nymphalidae,True,"Seitz9FaunaIndoAustralicaPlate121.JPG — plate page, also used by 2 other species",https://butterfly-identification.b-cdn.net/species/nymphalidae/algia_fasciata/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Seitz9FaunaIndoAustralicaPlate121.JPG,6ee67660-50b8-47d7-8653-74c6cc19c1b5
PLATE_SHARED,Amnosia decora,Ninja,Nymphalidae,True,"Seitz9FaunaIndoAustralicaPlate115.JPG — plate page, also used by 1 other species",https://butterfly-identification.b-cdn.net/species/nymphalidae/amnosia_decora/adult_reference.webp,Public domain,https://commons.wikimedia.org/wiki/File:Seitz9FaunaIndoAustralicaPlate115.JPG,90204354-f937-4c6b-ae9f-307b2599ce32
